Citation_Text,Sentiment,Source
"  binarize grammars into CNF normal form, while   allow only Griebach-Normal form grammars.",0,original
2 RelatedWork 2.1 Sentiment Classification Most previous work on the problem of categorizing opinionated texts has focused on the binary classification of positive and negative sentiment  .,0,original
ch   shows that setting those weights should take into account the evaluation metric by which the MT system will eventually be judged,0,original
"To this end, the translational correspondence is described within a translation rule, i.e.,    , rather than a translational phrase pair; and the training data will be derivation forests, instead of the phrase-aligned bilingual corpus.",0,original
It extracts all consistent phrase pairs from word-aligned bitext  .,0,original
where they are expected to be maximally discriminative  .,0,original
"For the MER training  , we modify Koehns MER trainer   to train our system.",0,original
5.2 Adding lexical information Gildea   shows that removing the lexical dependencies in Model 1 of Collins    decreases labeled precision and recall by only 0.5%.,0,original
"The Xerox experiments   correspond to something between D1 and D2, and between TO and T1, in that there is some initial biasing of the probabilities.",0,original
"Still, a confidence range for BLEU can be estimated by bootstrapping  .",0,original
his model is related to the averaged perceptron algorithm of Collins  ,0,original
Kanayama and Nasukawa used both intraand inter-sentential co-occurrence to learn polarity of words and phrases  .,0,original
"The reason may be that shorter dependencies are often modifier of nouns such as determiners or adjectives or pronouns modifying their direct neighbors, while longer dependencies typically represent modifiers of the root or the main verb in a sentence .",0,original
